aX,aY,aZ,gX,gY,gZ,label
1.1956,1.8446,-0.4011,146.3,-74.97,-434.77,running
1.5157,1.87,-0.2137,138.6,-112.7,-410.13,running
1.6719,2.1335,0.0595,111.51,-108.22,-374.64,running
2.3546,2.5903,0.4738,90.44,-112.42,-343.49,running
3.5253,2.8128,0.5876,50.75,-100.45,-282.8,running
3.8903,2.2897,0.7706,-7.77,-46.69,-242.13,running
3.8318,1.364,0.791,-28.42,-13.58,-187.6,running
4.0045,0.7818,0.3855,10.08,-19.11,-65.8,running
4.2783,0.7535,0.1049,-27.44,-43.19,38.64,running
4.0816,0.4006,0.3079,-56.49,-37.59,113.96,running
3.518,0.1679,0.5466,-60.34,-45.29,151.69,running
2.909,0.0996,0.4216,1.47,-73.64,169.75,running
3.6805,1.2688,-0.3201,-24.78,0.84,227.99,running
1.5318,5.2343,-0.4319,-252.49,-63.84,199.71,running
-2.0516,3.8381,0.9301,-97.79,-95.83,240.87,running
-1.0087,-0.9921,0.2908,16.03,53.69,297.36,running
0.608,-1.3254,-0.062,4.62,46.83,106.54,running
0.6207,-0.5183,-0.6066,165.13,-30.59,135.59,running
1.056,0.5988,-1.1805,19.11,-54.95,240.52,running
2.4961,1.1175,0.9311,-8.75,-162.19,318.01,running
0.5422,1.7231,0.9311,-5.25,3.64,198.45,running
-0.1342,1.179,-0.3738,-16.94,-31.29,152.25,running
0.4646,1.0624,-0.4538,-28.63,4.62,131.39,running
0.3284,1.096,-0.2987,-41.37,15.19,133.7,running
0.5749,0.814,-0.2172,-78.82,2.03,165.34,running
0.8018,0.4446,-0.1742,-23.03,-3.29,150.71,running
0.7188,0.7828,-0.0986,41.65,39.06,109.69,running
0.4831,1.2049,-0.1279,-7.56,56.21,103.32,running
0.5173,1.1312,-0.246,-14.91,58.87,103.11,running
0.6505,0.9135,-0.3304,14.7,55.3,97.72,running
0.6817,1.0878,-0.3255,16.17,48.09,108.57,running
0.752,1.2912,-0.4343,19.6,44.73,115.22,running
0.7315,1.4738,-0.3304,20.37,50.89,118.3,running
0.7383,1.6729,-0.1688,11.34,57.4,124.04,running
0.7037,1.7285,-0.2464,20.09,58.59,112.35,running
0.3543,1.6919,-0.1318,-2.52,75.53,123.2,running
0.6642,1.7827,-0.3255,9.38,95.97,136.01,running
0.5368,1.9744,-0.388,7.56,115.29,131.81,running
0.2542,1.9842,-0.5705,3.08,131.88,124.81,running
0.3089,1.8915,-0.8384,8.96,143.08,118.02,running
0.0215,1.954,-1.1502,-3.99,125.16,101.43,running
-0.3655,2.3258,-0.9414,-76.3,143.08,75.11,running
-0.5144,2.2707,-0.7906,-77.42,161.28,60.55,running
-0.4963,1.9281,-0.5436,-48.09,157.29,92.54,running
0.7154,1.7158,-0.0073,-54.53,106.12,166.95,running
-0.0551,1.8442,-0.9399,-82.18,105.42,155.47,running
-1.6587,2.2097,-1.0438,-70.07,75.81,129.36,running
-1.2429,1.4386,-0.5919,-50.68,43.47,194.32,running
-0.9823,1.0243,-1.0702,-35.63,24.71,232.82,running
-0.6925,0.9633,-1.1751,-16.87,24.64,197.96,running
-0.3187,1.1239,-0.9843,-67.48,-36.4,157.85,running
-0.6603,1.3034,-1.3742,-139.09,-54.25,95.34,running
-1.6236,1.444,-1.1263,-111.3,-79.8,-4.69,running
-1.301,0.9365,-0.9482,-64.4,-94.57,-27.93,running
-0.6617,0.5178,-0.7798,-38.85,-133.91,-35.84,running
-0.6022,0.4416,-0.916,-12.46,-163.24,-65.66,running
-0.8072,0.5061,-0.814,4.06,-171.5,-102.48,running
-0.061,0.1161,-0.2494,50.54,-21.14,-126.7,running
-0.6007,0.5085,-0.8804,90.09,-74.06,-236.04,running
-0.4538,0.4948,-0.4363,103.11,-73.29,-263.41,running
-0.3636,0.4158,-0.4407,111.72,-50.89,-283.85,running
-0.2747,0.7662,-0.3465,123.13,-42.07,-336.91,running
-0.1215,0.9862,-0.326,131.18,-31.43,-378.49,running
-0.1108,1.1346,-0.2928,137.76,-29.12,-400.26,running
-0.0625,1.2283,-0.1967,141.89,-18.55,-419.93,running
-0.1044,1.3508,-0.0342,149.73,-27.65,-423.15,running
-0.0752,1.6314,0.0088,162.33,-70.84,-427.0,running
0.3333,1.872,-0.0688,189.56,-134.61,-434.14,running
0.7086,1.9588,-0.0195,173.81,-139.93,-420.63,running
1.1419,2.0872,0.0986,148.4,-126.0,-397.32,running
1.4494,2.2306,0.1889,142.73,-122.64,-363.3,running
2.1706,2.5503,0.5339,101.64,-118.72,-320.67,running
3.173,2.8421,0.7993,66.22,-79.03,-319.34,running
3.537,2.6191,0.955,38.92,-23.94,-285.74,running
3.5687,1.8515,0.9355,-7.42,0.28,-226.87,running
3.516,0.9975,0.7901,-6.37,-18.27,-121.03,running
3.6903,0.7935,0.3626,-27.72,-38.29,-20.72,running
4.1173,0.7193,0.2577,-56.14,-41.44,40.39,running
3.6839,0.3826,0.4041,-78.96,-44.94,105.35,running
3.048,0.2274,0.5358,-46.76,-57.4,138.67,running
2.5176,0.2269,0.4968,-29.19,-86.66,162.4,running
1.8276,0.2918,0.3343,-40.39,-123.76,168.42,running
1.1195,0.0854,-1.1082,-40.46,-118.37,149.1,running
-2.0447,1.4889,-4.3705,30.87,258.02,-68.67,running
5.2645,6.3801,5.9668,-626.08,-89.95,401.31,running
-1.2805,3.763,-0.0298,245.35,-134.61,354.27,running
1.1248,0.0669,-0.5534,24.29,-73.01,353.57,running
0.7096,-1.1292,-0.4011,-59.57,27.3,235.97,running
0.5524,-1.2127,0.203,2.87,5.32,120.54,running
0.8926,0.4841,0.6344,0.0,-51.52,176.4,running
0.752,1.6895,-0.3709,-66.43,-103.39,192.78,running
0.2035,1.7031,-0.3689,-54.18,-145.18,140.7,running
0.3967,1.1014,-0.3841,-71.75,-91.84,122.57,running
0.6076,0.8403,-0.2747,-59.08,-18.13,118.37,running
0.6754,0.754,-0.0259,-48.58,-1.26,91.28,running
0.4909,0.611,-0.2001,-42.35,31.71,77.56,running
0.5744,0.6471,-0.3684,0.07,58.66,86.1,running
0.5705,0.813,-0.1425,19.67,60.62,101.01,running
0.4699,0.9135,-0.2098,16.52,43.54,103.53,running
0.3582,0.9213,-0.2079,19.88,20.58,72.45,running
0.6427,0.9043,-0.2811,13.16,26.11,75.11,running
0.7803,0.9301,-0.3748,12.11,15.61,70.98,running
0.6783,0.9921,-0.2054,11.62,6.86,70.63,running
0.5734,1.0375,-0.0761,14.56,5.6,70.77,running
0.5714,1.2176,-0.0571,16.31,14.98,74.76,running
0.7022,1.3942,-0.1737,20.51,28.07,88.62,running
0.7232,1.6397,-0.4163,38.99,44.52,98.49,running
0.4636,1.9012,-0.4563,16.59,61.67,133.35,running
0.9745,1.9286,-0.6949,32.83,76.16,150.5,running
0.3504,1.8598,-0.6681,69.65,99.96,110.46,running
0.1083,1.7739,-0.6076,2.52,129.08,126.84,running
0.6242,1.8193,-0.8725,30.59,117.74,134.54,running
0.2508,1.9808,-0.6437,30.1,133.77,120.05,running
-0.0947,2.0555,-0.7442,23.1,155.47,124.95,running
-0.3616,2.2809,-0.8745,-20.58,157.99,132.09,running
-0.6188,2.3971,-0.5749,-42.35,171.92,125.44,running
-0.7135,2.0994,-0.4568,-20.09,159.6,140.56,running
-0.0063,1.7007,-0.2518,14.7,133.07,195.16,running
0.5446,1.7031,-1.1956,37.03,131.88,211.54,running
-0.9355,2.3082,-1.5094,-59.85,149.24,183.4,running
-0.873,2.0076,-1.0033,-31.99,110.67,211.12,running
-1.1292,1.3049,-0.9872,-36.47,95.41,238.07,running
-0.8779,1.0463,-0.8301,10.92,51.66,216.3,running
-0.4782,1.1746,-1.5294,-18.69,-26.95,148.82,running
-1.5504,1.5255,-1.1492,-43.33,-38.01,51.52,running
-1.706,0.957,-0.8169,-5.32,-48.44,18.62,running
-1.0458,0.5158,-0.7476,-1.82,-71.12,9.73,running
-0.934,0.466,-0.8003,15.12,-101.99,-41.93,running
-1.1551,0.5036,-0.5075,29.19,-144.83,-101.5,running
-1.2576,0.3972,-0.5095,27.02,-155.82,-146.58,running
-1.1136,0.304,-0.3753,48.72,-140.35,-211.68,running
-0.9335,0.3587,-0.1835,78.12,-120.68,-234.85,running
-0.7701,0.6188,-0.1088,83.37,-125.93,-330.75,running
-0.6534,0.9701,0.0825,90.58,-91.49,-397.81,running
-0.4621,1.1941,0.0273,115.43,-57.26,-440.16,running
-0.3494,1.3522,0.0156,124.39,-19.18,-467.18,running
-0.3123,1.4718,-0.0142,142.59,-13.09,-483.77,running
-0.1601,1.5348,0.0361,178.36,31.01,-493.36,running
0.0737,1.7426,0.0854,188.37,67.13,-492.17,running
0.1606,2.0667,0.1859,191.03,95.2,-483.28,running
0.3938,2.2731,0.2762,227.29,81.13,-478.17,running
0.8535,2.5542,0.3494,230.44,89.81,-460.6,running
1.588,2.8363,0.631,194.04,76.37,-423.01,running
2.4327,2.9163,1.0995,172.27,67.55,-405.16,running
3.0432,3.069,1.504,121.59,50.33,-338.87,running
3.5726,3.1188,1.6353,75.25,80.78,-261.94,running
4.2763,2.2838,1.4401,11.9,80.22,-227.22,running
4.2388,1.2507,1.0634,12.95,65.1,-130.06,running
4.0514,0.8062,0.7974,1.26,12.32,-48.51,running
3.8611,0.3411,0.815,-13.37,-63.56,83.44,running
3.2623,-0.0864,0.9453,-31.99,-128.24,166.25,running
2.5659,0.082,0.7671,-14.35,-162.26,157.92,running
1.7461,-0.0342,-3.7249,120.12,-317.03,107.03,running
-0.3494,4.1051,1.4855,-377.86,512.05,207.27,running
2.8441,7.0267,2.5669,-154.77,-145.6,323.47,running
-1.667,1.1868,-0.1659,110.95,-127.12,283.08,running
-0.3543,-1.2834,-0.8003,-122.22,-37.59,199.36,running
0.6539,-1.789,-0.3772,-130.13,141.68,-8.4,running
1.5772,-0.917,-0.8423,96.67,-25.55,101.92,running
1.8217,0.9438,0.5031,34.72,-160.93,308.91,running
0.246,2.2306,0.2635,-70.63,-125.65,277.83,running
-0.5944,1.6841,-0.5958,-19.25,-91.35,158.48,running
0.669,1.1219,0.1093,-109.9,-91.21,133.07,running
0.977,0.7954,-0.4382,-52.08,-56.49,116.97,running
0.3694,0.7037,-0.1083,-48.72,-48.16,147.14,running
0.4729,0.4699,-0.1835,-13.3,-14.63,146.86,running
0.5466,0.6412,-0.4046,41.44,21.14,121.03,running
0.629,1.0038,-0.3216,16.73,37.73,123.9,running
0.588,0.9804,-0.2747,17.57,48.58,119.49,running
0.5134,0.9257,-0.2572,41.72,57.12,109.83,running
0.5104,0.9716,-0.3914,54.18,65.52,105.91,running
0.5729,1.0551,-0.5202,44.52,69.72,104.51,running
0.6637,1.1048,-0.5275,37.38,66.22,106.68,running
0.6954,1.2771,-0.5192,50.05,56.21,115.64,running
0.5929,1.5357,-0.3333,40.81,56.14,128.94,running
0.6837,1.4284,-0.8579,52.15,77.56,129.29,running
0.5524,1.4801,-0.5529,73.71,81.69,109.83,running
0.6149,1.5714,-0.4817,3.92,95.97,143.43,running
0.6486,1.4557,-0.4704,57.47,99.82,138.46,running
0.4046,1.6694,-0.3767,48.44,113.68,140.35,running
0.3416,1.8549,-0.4738,43.61,137.55,145.18,running
0.3494,1.911,-0.6105,48.37,164.08,153.02,running
0.1879,2.1838,-0.773,48.02,172.55,157.85,running
-0.1625,2.4746,-0.8345,10.29,157.01,149.59,running
-0.4338,2.5757,-0.6515,-28.49,166.67,136.57,running
-0.2606,2.2263,-0.7818,-27.51,141.82,145.04,running
0.7491,1.6992,-1.1385,9.1,124.04,160.09,running
-0.124,1.6138,-1.158,-4.76,134.89,152.67,running
-0.8818,1.6724,-0.7213,9.24,118.09,156.38,running
-0.7349,1.2185,-0.7837,32.55,85.89,187.74,running
-0.5685,0.954,-1.1478,27.44,51.94,167.65,running
-0.9799,0.7349,-1.3664,35.42,68.39,87.01,running
-1.5592,0.6471,-0.8062,2.17,92.89,-31.08,running
-1.9984,0.6251,-0.5285,28.49,90.79,-75.74,running
-1.4572,0.4333,-0.4021,100.94,45.85,-105.7,running
-1.2244,0.5397,-0.6573,97.65,-3.57,-162.54,running
-1.2922,0.5949,-0.5754,104.23,-49.56,-216.16,running
-1.2903,0.5807,-0.4099,124.81,-79.87,-241.64,running
-1.2073,0.5212,-0.3958,151.83,-72.94,-252.91,running
-1.0531,0.6734,-0.4226,199.15,-72.38,-284.48,running
-0.8647,0.9277,-0.3157,228.41,-79.31,-314.65,running
-0.7037,1.1936,-0.1264,227.29,-15.47,-351.12,running
-0.7037,1.5128,0.0727,224.84,53.48,-404.95,running
-0.4904,1.7358,0.1581,216.79,72.52,-454.02,running
-0.4934,2.0232,0.4826,216.16,75.46,-484.47,running
-0.4582,2.2716,0.7398,223.65,79.8,-497.91,running
-0.1503,2.5,0.9248,215.04,72.45,-489.16,running
0.2508,2.7152,0.9638,212.45,33.81,-482.58,running
0.8091,2.9856,1.0311,188.23,30.38,-455.21,running
1.6358,3.1144,1.0941,145.95,58.31,-408.87,running
2.6123,3.0012,1.2454,114.94,56.63,-366.38,running
3.3535,2.9583,1.422,72.59,57.68,-331.38,running
4.0558,2.8119,1.3825,40.25,63.84,-277.06,running
4.6062,1.5831,1.3649,30.94,46.13,-217.14,running
4.9259,1.0746,1.2434,18.69,89.39,-108.85,running
4.9483,0.713,1.1141,-40.74,13.44,34.79,running
3.6556,0.0874,1.18,-87.01,-148.61,158.97,running
3.0461,-0.1249,1.0453,-118.58,-181.23,182.21,running
2.7533,-0.5514,0.8623,-80.43,-159.32,165.27,running
1.0448,-0.2333,-12.0473,130.83,-481.25,-115.64,running
-5.7296,3.9064,8.681,-607.39,829.92,-50.33,running
0.1118,3.3945,2.6128,834.68,-18.41,445.69,running
1.4333,3.0197,-1.688,-101.22,53.83,390.88,running
0.6564,1.0121,-2.1287,-7.35,111.72,76.3,running
2.4976,-2.2594,1.3747,-20.09,86.8,34.23,running
0.0791,-1.0521,0.0649,60.9,-11.9,126.56,running
-1.5694,1.5582,-0.9082,-6.58,12.25,142.31,running
-0.0044,1.9959,0.1093,-119.14,-83.3,180.88,running
0.916,1.2888,-0.8491,-76.37,-135.59,137.27,running
0.7886,0.7554,-0.7564,-84.56,-186.55,83.93,running
0.7154,0.4343,-0.2381,-76.16,-146.23,74.62,running
0.6115,0.6739,-0.3196,-50.96,-6.37,100.17,running
0.8194,0.9794,-0.2323,-28.35,26.18,107.24,running
0.5046,0.9296,-0.4802,-17.15,0.0,99.82,running
0.1757,0.7535,-0.364,-3.71,4.2,91.07,running
0.1708,0.6539,-0.2713,18.41,44.87,67.97,running
0.6359,0.8398,-0.4431,55.58,69.16,49.63,running
0.6388,1.1614,-0.4597,46.55,78.75,66.01,running
0.5163,1.0902,-0.49,41.16,112.84,65.94,running
0.4514,0.895,-0.5553,58.17,112.56,71.05,running
0.5588,0.8101,-1.0043,39.55,118.09,65.24,running
0.5705,1.0414,-0.2289,56.14,74.27,84.84,running
0.5939,1.2322,-0.0551,28.35,57.19,93.24,running
0.2733,1.0926,-0.0971,29.54,57.82,48.02,running
0.4187,1.0307,-0.4246,14.21,60.48,39.97,running
0.5129,1.0746,-0.5144,0.77,62.65,50.12,running
0.609,1.1063,-0.5441,-4.55,58.24,63.49,running
0.5339,1.1785,-0.4377,-2.94,64.75,56.56,running
0.4758,1.2927,-0.303,-4.55,85.75,53.69,running
0.4221,1.3674,-0.3753,-4.2,98.84,58.31,running
0.3699,1.4006,-0.5261,4.27,100.8,70.98,running
0.3026,1.4362,-0.6237,7.84,101.64,86.31,running
0.2704,1.4991,-0.6764,13.37,103.6,119.0,running
0.1962,1.5787,-0.7208,20.09,102.2,138.32,running
0.0595,1.6612,-0.7447,15.82,87.92,141.75,running
-0.1425,1.8837,-0.5017,-18.41,90.93,129.01,running
-0.1488,1.8847,-0.3806,4.41,116.27,116.97,running
-0.0874,1.5631,-0.3597,18.2,121.45,134.05,running
0.2474,1.2517,-0.324,41.44,113.75,175.28,running
0.4387,1.1107,-1.5279,66.57,76.51,174.72,running
-0.021,1.3132,-0.7398,39.13,78.05,167.44,running
0.0517,1.1024,-0.612,25.69,64.82,171.08,running
-0.1869,0.6954,-0.9374,31.08,74.55,129.43,running
-0.6778,0.6012,-0.7623,-24.78,129.29,49.56,running
-0.7623,0.7432,-0.3357,-5.46,105.63,-28.14,running
-1.283,0.7559,-0.1161,3.5,84.7,-58.1,running
-0.9731,0.65,-0.0776,15.75,47.53,-77.0,running
-1.0067,0.6227,-0.3421,41.37,8.82,-124.11,running
-0.9501,0.5495,-0.2147,53.55,-24.85,-157.5,running
-0.8779,0.6349,-0.347,51.59,-53.55,-176.82,running
-0.8281,0.588,-0.3201,56.21,-76.09,-171.78,running
-0.814,0.6461,-0.3723,62.44,-86.38,-198.8,running
-0.6939,0.7139,-0.3489,62.58,-99.26,-245.49,running
-0.5597,0.7437,-0.2938,66.92,-111.72,-273.77,running
-0.4656,0.793,-0.1703,75.81,-90.93,-293.79,running
-0.4724,0.9589,-0.0386,88.13,-45.99,-324.17,running
-0.3338,1.1117,-0.0366,103.81,-16.17,-354.2,running
-0.1962,1.3244,0.0044,114.45,8.89,-377.09,running
-0.0512,1.465,-0.0059,117.74,19.04,-389.06,running
0.1396,1.5401,-0.0791,123.55,5.11,-398.23,running
0.3826,1.5806,-0.1347,128.31,-3.71,-393.4,running
0.7749,1.5714,-0.1723,126.63,3.29,-374.92,running
1.2366,1.6812,-0.019,109.55,30.38,-367.5,running
1.5626,1.7993,0.0649,99.82,43.33,-366.8,running
1.9374,1.9178,0.2669,70.77,44.45,-348.04,running
2.2907,2.0198,0.4329,54.39,83.44,-317.66,running
2.7738,2.1282,0.4997,46.2,130.27,-268.17,running
3.0271,1.8393,0.5451,20.58,133.28,-229.95,running
3.09,1.3596,0.5929,10.78,128.38,-178.29,running
3.0881,0.8018,0.5885,2.59,114.17,-95.55,running
3.05,0.6056,0.6422,-1.4,100.59,-17.15,running
2.6601,0.6476,0.5724,2.52,71.05,23.31,running
2.4488,0.3982,0.1942,26.39,29.54,60.69,running
2.3361,0.691,-3.2432,93.31,156.17,107.31,running
-0.2255,5.9233,0.0327,-369.6,6.3,121.87,running
-2.8641,2.8807,0.9697,66.57,-11.06,130.55,running
-0.6856,0.0234,0.2606,35.28,18.13,171.43,running
1.4123,-0.7891,-0.9667,-59.01,-25.69,110.39,running
1.0795,-0.203,-1.2566,41.51,-154.84,100.17,running
0.7842,0.9604,-0.0947,-43.19,-200.97,172.34,running
0.5012,1.4069,0.161,-154.35,-161.42,196.7,running
0.3787,1.3591,-0.019,-60.2,-144.2,124.6,running
0.0483,1.0843,0.0142,-62.93,-108.78,98.98,running
0.6695,0.5158,-0.1181,-18.55,-69.51,121.59,running
0.4846,0.7969,-0.5002,20.58,-27.65,129.99,running
0.1303,0.8857,-0.2401,-12.81,-42.0,123.48,running
0.3152,0.835,-0.1152,6.72,-31.78,91.42,running
0.386,0.8311,-0.2889,47.32,33.39,42.21,running
0.4797,0.8642,-0.2562,73.78,46.34,38.5,running
0.4002,0.9345,-0.344,73.92,64.82,65.59,running
0.3118,0.974,-0.1679,89.6,93.17,79.1,running
0.3109,0.8862,-0.3431,93.38,88.55,75.46,running
0.4875,0.8677,-0.4416,97.23,71.19,77.0,running
0.4416,0.9501,-0.5324,83.37,59.5,88.34,running
0.3909,0.9994,-0.5915,69.58,38.22,90.86,running
0.3294,1.0419,-0.6315,47.74,24.71,85.12,running
0.3333,1.0673,-0.5324,36.68,14.91,74.06,running
0.3255,0.9292,-0.6788,28.49,27.72,68.04,running
0.3909,0.956,-0.7432,7.35,26.88,48.09,running
0.4943,0.9067,-0.6642,0.28,30.03,32.9,running
0.5012,0.9072,-0.5827,5.39,40.6,32.69,running
0.4553,0.9648,-0.5963,-0.42,56.56,34.93,running
0.3343,0.917,-0.528,3.08,74.13,24.85,running
0.4153,0.8072,-0.4895,-4.2,86.45,22.26,running
0.5295,0.751,-0.488,15.47,83.86,16.31,running
0.4324,0.7784,-0.3514,17.99,85.4,14.56,running
0.3919,0.8291,-0.2908,15.19,84.49,16.52,running
0.4202,0.8237,-0.2816,14.7,81.69,16.31,running
0.4382,0.8057,-0.2338,23.03,74.55,8.05,running
0.4265,0.772,-0.2518,21.84,69.02,10.64,running
0.4246,0.7554,-0.265,24.36,73.15,18.55,running
0.3806,0.7544,-0.3684,30.73,70.35,29.82,running
0.4143,0.8672,-0.4226,38.92,67.34,41.23,running
0.4597,0.8847,-0.4612,46.69,70.98,68.53,running
0.4641,0.9448,-0.487,54.46,81.69,87.15,running
0.4646,1.0067,-0.5373,59.78,90.02,96.46,running
0.466,1.0946,-0.5675,63.21,96.32,99.33,running
0.446,1.2239,-0.5388,65.52,103.18,101.99,running
0.3626,1.4059,-0.4368,65.73,111.72,103.39,running
0.2508,1.5928,-0.4294,64.12,120.82,102.48,running
0.1435,1.808,-0.568,52.85,128.73,97.3,running
0.0268,2.1038,-0.5695,34.72,149.8,90.79,running
-0.059,2.2721,-0.3455,38.01,202.79,90.16,running
-0.3113,2.4454,-0.3362,47.74,218.89,122.5,running
0.1986,2.215,-0.6847,141.33,177.59,169.19,running
0.3928,1.2844,-1.4757,149.31,166.81,169.54,running
0.3094,0.7964,-1.3132,133.28,159.04,147.0,running
0.5348,0.8642,-0.8994,135.94,139.09,129.22,running
-0.5236,0.571,-1.9349,119.91,176.26,59.08,running
-0.8003,0.6866,-0.812,81.27,303.59,-33.39,running
-1.1034,1.0604,-0.3094,77.63,320.18,-104.58,running
-1.8232,1.0453,0.3167,97.09,307.02,-130.06,running
-1.6938,0.8701,0.3645,152.04,239.12,-191.03,running
-1.5055,0.792,0.5022,182.63,237.16,-247.45,running
-1.4206,0.8745,0.0478,161.07,126.28,-284.97,running
-1.1785,0.9999,0.1454,169.68,50.19,-242.27,running
-1.1322,0.9853,0.0854,160.72,-5.74,-217.21,running
-1.0404,0.9121,-0.1054,165.97,-47.25,-245.98,running
-0.7842,0.9194,0.0088,161.77,-65.66,-287.42,running
-0.6974,1.1307,0.2948,165.48,-73.43,-311.43,running
-0.5119,1.3093,0.53,157.5,-44.87,-309.05,running
-0.4172,1.5494,0.7525,139.51,8.75,-331.45,running
-0.1391,1.749,0.8042,135.1,33.88,-358.68,running
0.1513,1.8715,0.8374,131.11,10.85,-372.19,running
0.3582,1.8554,0.8194,118.3,7.14,-395.15,running
0.9545,1.7739,0.7974,106.68,23.1,-387.8,running
1.5875,1.8686,0.7344,100.31,47.32,-355.74,running
2.2541,1.8407,0.6168,78.68,55.65,-300.79,running
2.7172,1.6768,0.6222,63.21,50.19,-252.35,running
3.0324,1.5733,0.6359,47.11,48.51,-204.47,running
3.3223,1.4552,0.6754,15.68,44.8,-159.46,running
3.4902,0.9848,0.7637,6.02,20.79,-109.06,running
3.3404,0.7554,0.8047,-7.98,-27.37,-37.94,running
3.1095,0.5719,0.7052,-32.69,-72.03,19.95,running
2.6659,0.3831,0.4168,-42.42,-97.3,56.35,running
3.0334,-0.0449,-1.401,13.93,-50.19,61.67,running
3.8967,0.4226,-3.8323,94.78,-70.21,178.78,running
0.5319,4.9366,0.2542,-93.1,34.09,89.88,running
-3.0163,3.3599,0.3528,-168.21,84.42,154.21,running
-1.1053,-0.0415,0.387,31.29,49.0,111.37,running
0.5597,-0.8838,-0.6417,62.86,139.16,11.13,running
0.711,0.5002,-0.5446,18.55,73.43,27.02,running
1.1346,1.3737,-0.3826,-31.85,-9.24,153.86,running
0.9121,1.0326,-0.081,-36.54,-40.6,197.96,running
0.1269,1.0775,-0.1918,-13.37,-58.94,119.84,running
-0.0605,1.0873,-0.0371,-40.18,-41.16,81.34,running
0.2743,0.9008,-0.1469,-22.33,-48.09,77.63,running
0.4085,0.8179,-0.2889,-17.92,-56.77,100.17,running
0.324,0.8052,-0.3074,-2.45,-63.98,116.41,running
0.4333,0.7979,-0.303,-1.47,-42.14,119.35,running
0.7486,0.832,-0.2694,14.35,7.84,95.27,running
0.6852,0.9033,-0.3743,10.57,25.41,76.3,running
0.5963,0.8808,-0.3245,10.99,46.9,70.98,running
0.4719,0.8535,-0.1859,18.34,57.61,68.46,running
0.4236,0.8481,-0.1552,26.04,68.18,60.48,running
0.5056,0.8233,-0.2381,21.07,86.1,61.74,running
0.6134,0.9013,-0.3167,19.81,87.99,66.99,running
0.5397,0.9599,-0.347,27.3,39.27,56.7,running
0.4695,1.0492,-0.3192,19.67,29.12,44.31,running
0.5612,1.0936,-0.326,3.08,32.48,40.04,running
0.5963,1.1253,-0.3967,2.52,35.21,38.36,running
0.5436,1.1419,-0.3314,7.91,40.67,43.4,running
0.4978,1.1395,-0.7359,47.74,81.27,71.82,running
0.9984,1.0736,-0.6686,49.56,54.53,55.65,running
0.2987,1.4367,0.0478,-11.41,96.81,84.21,running
0.5592,1.3684,-0.324,15.89,80.5,83.3,running
0.4402,1.3444,-0.1264,32.41,90.65,38.5,running
0.4475,1.34,-0.2259,14.42,97.79,40.39,running
0.4431,1.2468,-0.366,4.2,110.11,50.12,running
0.3767,1.2488,-0.49,-3.22,103.81,57.12,running
0.3753,1.2571,-0.6773,3.85,92.19,67.27,running
0.2484,1.3913,-0.7593,-11.2,85.54,76.65,running
0.1552,1.4908,-0.7925,-19.6,89.25,80.22,running
0.0859,1.545,-0.8267,-23.52,84.35,86.38,running
-0.062,1.5362,-0.7169,-35.42,96.88,99.96,running
-0.2962,1.5299,-0.4958,-30.87,121.1,112.42,running
-0.4397,1.5299,-0.3226,-26.67,140.84,142.38,running
-0.3026,1.5421,-0.1176,-16.31,141.96,206.57,running
0.3738,1.6255,-0.1469,-21.14,164.99,254.87,running
0.5002,1.5069,-0.8896,42.84,210.84,246.19,running
-0.4451,1.9422,-1.1863,52.99,197.4,198.31,running
-0.8564,2.602,-1.3152,20.3,140.63,190.96,running
-0.6783,2.1238,-1.1732,-38.85,93.38,211.54,running
-0.263,1.058,-1.0131,19.81,64.82,206.01,running
-0.0166,0.8345,-0.8911,-22.96,52.01,164.78,running
0.2089,0.8638,-1.1405,-37.45,-2.59,92.54,running
-1.0936,1.1248,-0.6764,-36.26,-32.06,-21.07,running
-1.6802,0.6486,-0.5754,12.6,-38.15,-59.22,running
-1.1331,0.3231,-0.2913,18.97,-64.05,-62.02,running
-0.6783,0.3133,-0.2791,56.35,-96.39,-90.72,running
-0.6739,0.4465,-0.3235,77.63,-117.39,-127.12,running
-0.9887,0.6227,0.0991,79.24,-120.96,-162.75,running
-1.1229,0.6085,0.0356,94.99,-86.94,-210.0,running
-0.8691,0.5924,-0.002,107.38,-55.23,-238.07,running
-0.4226,0.8111,0.082,127.89,-36.47,-283.78,running
-0.4182,1.0565,-0.0522,107.24,-40.18,-334.88,running
-0.4441,1.3757,0.0737,99.19,-53.13,-404.18,running
-0.3001,1.4181,0.1684,115.64,-30.17,-429.31,running
-0.1488,1.4294,0.2206,131.04,2.73,-433.65,running
-0.0693,1.5065,0.2479,147.0,33.67,-430.85,running
0.0185,1.6192,0.2391,181.23,47.39,-429.59,running
0.2943,1.7646,0.144,197.19,26.25,-412.93,running
0.631,1.8934,0.1625,194.74,35.98,-391.23,running
1.1214,1.9652,0.2372,184.17,15.82,-368.27,running
1.5435,2.0125,0.347,161.21,-14.49,-346.85,running
2.1204,2.0564,0.5417,128.59,-28.84,-322.63,running
2.7362,2.0491,0.6134,89.39,-73.85,-283.22,running
3.0983,1.8954,0.8052,57.54,-71.75,-232.68,running
3.4502,1.5494,0.7261,36.61,-76.58,-179.06,running
3.7415,1.1936,0.5607,17.29,-91.07,-121.31,running
3.8386,0.854,0.3806,-5.18,-109.06,-28.21,running
3.8479,0.4431,0.2494,-27.51,-118.93,39.9,running
3.5375,0.225,0.3475,-58.94,-120.61,84.91,running
